Date,Product Name,ARIMA
2017-04-22,Bridgestone e6 Straight Distance NFL San Dieg,0.24857492633087563
2017-04-23,Bridgestone e6 Straight Distance NFL San Dieg,0.4767479238887413
2017-04-24,Bridgestone e6 Straight Distance NFL San Dieg,0.462869753382294
2017-04-25,Bridgestone e6 Straight Distance NFL San Dieg,0.463713865607086
2017-04-26,Bridgestone e6 Straight Distance NFL San Dieg,0.46366252415341874
2017-04-27,Bridgestone e6 Straight Distance NFL San Dieg,0.4636656468956173
2017-04-28,Bridgestone e6 Straight Distance NFL San Dieg,0.46366545696101
2017-04-29,Bridgestone e6 Straight Distance NFL San Dieg,0.4636654685134062
2017-04-30,Bridgestone e6 Straight Distance NFL San Dieg,0.4636654678107546
2017-05-01,Bridgestone e6 Straight Distance NFL San Dieg,0.46366546785349194
2017-05-02,Bridgestone e6 Straight Distance NFL San Dieg,0.4636654678508925
2017-05-03,Bridgestone e6 Straight Distance NFL San Dieg,0.4636654678510506
2017-05-04,Bridgestone e6 Straight Distance NFL San Dieg,0.463665467851041
2017-05-05,Bridgestone e6 Straight Distance NFL San Dieg,0.4636654678510416
2017-10-03,Diamondback Women's Serene Classic Comfort Bi,5.914964676766681
2017-10-04,Diamondback Women's Serene Classic Comfort Bi,5.969438372557136
2017-10-05,Diamondback Women's Serene Classic Comfort Bi,5.970042117187712
2017-10-06,Diamondback Women's Serene Classic Comfort Bi,5.970048808629768
2017-10-07,Diamondback Women's Serene Classic Comfort Bi,5.970048882792575
2017-10-08,Diamondback Women's Serene Classic Comfort Bi,5.970048883614539
2017-10-09,Diamondback Women's Serene Classic Comfort Bi,5.970048883623649
2017-10-10,Diamondback Women's Serene Classic Comfort Bi,5.97004888362375
2017-10-11,Diamondback Women's Serene Classic Comfort Bi,5.970048883623751
2017-10-12,Diamondback Women's Serene Classic Comfort Bi,5.970048883623751
2017-10-13,Diamondback Women's Serene Classic Comfort Bi,5.970048883623751
2017-10-14,Diamondback Women's Serene Classic Comfort Bi,5.970048883623751
2017-10-15,Diamondback Women's Serene Classic Comfort Bi,5.970048883623751
2017-10-16,Diamondback Women's Serene Classic Comfort Bi,5.970048883623751
2017-10-02,Field & Stream Sportsman 16 Gun Fire Safe,7.529659800295163
2017-10-03,Field & Stream Sportsman 16 Gun Fire Safe,7.518857678609291
2017-10-04,Field & Stream Sportsman 16 Gun Fire Safe,7.518933960821123
2017-10-05,Field & Stream Sportsman 16 Gun Fire Safe,7.51893342213289
2017-10-06,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425936988
2017-10-07,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910125
2017-10-08,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910315
2017-10-09,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-10-10,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-10-11,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-10-12,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-10-13,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-10-14,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-10-15,Field & Stream Sportsman 16 Gun Fire Safe,7.518933425910313
2017-04-23,Glove It Imperial Golf Towel,0.5860272216807116
2017-04-24,Glove It Imperial Golf Towel,0.5082859078683067
2017-04-25,Glove It Imperial Golf Towel,0.5040116304805464
2017-04-26,Glove It Imperial Golf Towel,0.5037766274134308
2017-04-27,Glove It Imperial Golf Towel,0.5037637067635656
2017-04-28,Glove It Imperial Golf Towel,0.5037629963762716
2017-04-29,Glove It Imperial Golf Towel,0.5037629573186304
2017-04-30,Glove It Imperial Golf Towel,0.5037629551712112
2017-05-01,Glove It Imperial Golf Towel,0.5037629550531444
2017-05-02,Glove It Imperial Golf Towel,0.503762955046653
2017-05-03,Glove It Imperial Golf Towel,0.5037629550462961
2017-05-04,Glove It Imperial Golf Towel,0.5037629550462764
2017-05-05,Glove It Imperial Golf Towel,0.5037629550462753
2017-05-06,Glove It Imperial Golf Towel,0.5037629550462752
2017-04-18,Glove It Urban Brick Golf Towel,0.5476012611759291
2017-04-19,Glove It Urban Brick Golf Towel,0.49192145372712437
2017-04-20,Glove It Urban Brick Golf Towel,0.48978688773318385
2017-04-21,Glove It Urban Brick Golf Towel,0.48970505605683196
2017-04-22,Glove It Urban Brick Golf Towel,0.4897019189210987
2017-04-23,Glove It Urban Brick Golf Towel,0.48970179865446056
2017-04-24,Glove It Urban Brick Golf Towel,0.48970179404386494
2017-04-25,Glove It Urban Brick Golf Towel,0.4897017938671111
2017-04-26,Glove It Urban Brick Golf Towel,0.48970179386033497
2017-04-27,Glove It Urban Brick Golf Towel,0.4897017938600752
2017-04-28,Glove It Urban Brick Golf Towel,0.48970179386006524
2017-04-29,Glove It Urban Brick Golf Towel,0.48970179386006485
2017-04-30,Glove It Urban Brick Golf Towel,0.48970179386006485
2017-05-01,Glove It Urban Brick Golf Towel,0.48970179386006485
2017-04-23,Glove It Women's Mod Oval Golf Glove,0.373587886749825
2017-04-24,Glove It Women's Mod Oval Golf Glove,0.3848925099901437
2017-04-25,Glove It Women's Mod Oval Golf Glove,0.3848139354975139
2017-04-26,Glove It Women's Mod Oval Golf Glove,0.3848144816414022
2017-04-27,Glove It Women's Mod Oval Golf Glove,0.38481447784534656
2017-04-28,Glove It Women's Mod Oval Golf Glove,0.3848144778717316
2017-04-29,Glove It Women's Mod Oval Golf Glove,0.3848144778715482
2017-04-30,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-05-01,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-05-02,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-05-03,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-05-04,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-05-05,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-05-06,Glove It Women's Mod Oval Golf Glove,0.3848144778715495
2017-10-03,Nike Men's CJ Elite 2 TD Football Cleat,9.759142242353711
2017-10-04,Nike Men's CJ Elite 2 TD Football Cleat,9.784933814680059
2017-10-05,Nike Men's CJ Elite 2 TD Football Cleat,9.785073588859772
2017-10-06,Nike Men's CJ Elite 2 TD Football Cleat,9.785074346348345
2017-10-07,Nike Men's CJ Elite 2 TD Football Cleat,9.78507435045346
2017-10-08,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475707
2017-10-09,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-10,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-11,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-12,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-13,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-14,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-15,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-16,Nike Men's CJ Elite 2 TD Football Cleat,9.785074350475828
2017-10-03,Nike Men's Dri-FIT Victory Golf Polo,27.50748618588001
2017-10-04,Nike Men's Dri-FIT Victory Golf Polo,27.581582364443793
2017-10-05,Nike Men's Dri-FIT Victory Golf Polo,27.582059466357197
2017-10-06,Nike Men's Dri-FIT Victory Golf Polo,27.582062538394652
2017-10-07,Nike Men's Dri-FIT Victory Golf Polo,27.582062558175362
2017-10-08,Nike Men's Dri-FIT Victory Golf Polo,27.58206255830273
2017-10-09,Nike Men's Dri-FIT Victory Golf Polo,27.58206255830355
2017-10-10,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-11,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-12,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-13,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-14,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-15,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-16,Nike Men's Dri-FIT Victory Golf Polo,27.582062558303555
2017-10-03,Nike Men's Free 5.0+ Running Shoe,16.18929011574247
2017-10-04,Nike Men's Free 5.0+ Running Shoe,16.18009917091292
2017-10-05,Nike Men's Free 5.0+ Running Shoe,16.180106720405874
2017-10-06,Nike Men's Free 5.0+ Running Shoe,16.18010671420468
2017-10-07,Nike Men's Free 5.0+ Running Shoe,16.180106714209774
2017-10-08,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-09,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-10,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-11,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-12,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-13,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-14,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-15,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-10-16,Nike Men's Free 5.0+ Running Shoe,16.18010671420977
2017-04-18,Nike Women's Legend V-Neck T-Shirt,0.2986225198452881
2017-04-19,Nike Women's Legend V-Neck T-Shirt,0.44783718910921905
2017-04-20,Nike Women's Legend V-Neck T-Shirt,0.4418218562654547
2017-04-21,Nike Women's Legend V-Neck T-Shirt,0.44206435406677524
2017-04-22,Nike Women's Legend V-Neck T-Shirt,0.44205457818484606
2017-04-23,Nike Women's Legend V-Neck T-Shirt,0.4420549722827182
2017-04-24,Nike Women's Legend V-Neck T-Shirt,0.44205495639534004
2017-04-25,Nike Women's Legend V-Neck T-Shirt,0.4420549570358124
2017-04-26,Nike Women's Legend V-Neck T-Shirt,0.4420549570099928
2017-04-27,Nike Women's Legend V-Neck T-Shirt,0.4420549570110337
2017-04-28,Nike Women's Legend V-Neck T-Shirt,0.44205495701099173
2017-04-29,Nike Women's Legend V-Neck T-Shirt,0.4420549570109934
2017-04-30,Nike Women's Legend V-Neck T-Shirt,0.44205495701099334
2017-05-01,Nike Women's Legend V-Neck T-Shirt,0.44205495701099334
2017-10-03,O'Brien Men's Neoprene Life Vest,24.733990551738522
2017-10-04,O'Brien Men's Neoprene Life Vest,24.860938856865527
2017-10-05,O'Brien Men's Neoprene Life Vest,24.862784046882524
2017-10-06,O'Brien Men's Neoprene Life Vest,24.862810866667125
2017-10-07,O'Brien Men's Neoprene Life Vest,24.862811256491934
2017-10-08,O'Brien Men's Neoprene Life Vest,24.862811262158026
2017-10-09,O'Brien Men's Neoprene Life Vest,24.86281126224038
2017-10-10,O'Brien Men's Neoprene Life Vest,24.86281126224158
2017-10-11,O'Brien Men's Neoprene Life Vest,24.862811262241596
2017-10-12,O'Brien Men's Neoprene Life Vest,24.862811262241596
2017-10-13,O'Brien Men's Neoprene Life Vest,24.862811262241596
2017-10-14,O'Brien Men's Neoprene Life Vest,24.862811262241596
2017-10-15,O'Brien Men's Neoprene Life Vest,24.862811262241596
2017-10-16,O'Brien Men's Neoprene Life Vest,24.862811262241596
2017-10-03,Pelican Sunstream 100 Kayak,6.518878560295507
2017-10-04,Pelican Sunstream 100 Kayak,6.641349640251085
2017-10-05,Pelican Sunstream 100 Kayak,6.647304339958294
2017-10-06,Pelican Sunstream 100 Kayak,6.647593865033241
2017-10-07,Pelican Sunstream 100 Kayak,6.6476079421107
2017-10-08,Pelican Sunstream 100 Kayak,6.6476086265561145
2017-10-09,Pelican Sunstream 100 Kayak,6.647608659834721
2017-10-10,Pelican Sunstream 100 Kayak,6.647608661452769
2017-10-11,Pelican Sunstream 100 Kayak,6.64760866153144
2017-10-12,Pelican Sunstream 100 Kayak,6.647608661535266
2017-10-13,Pelican Sunstream 100 Kayak,6.647608661535451
2017-10-14,Pelican Sunstream 100 Kayak,6.64760866153546
2017-10-15,Pelican Sunstream 100 Kayak,6.64760866153546
2017-10-16,Pelican Sunstream 100 Kayak,6.64760866153546
2017-10-03,Perfect Fitness Perfect Rip Deck,31.85408927413479
2017-10-04,Perfect Fitness Perfect Rip Deck,31.97221821914215
2017-10-05,Perfect Fitness Perfect Rip Deck,31.973994930249127
2017-10-06,Perfect Fitness Perfect Rip Deck,31.97402165276288
2017-10-07,Perfect Fitness Perfect Rip Deck,31.974022054681196
2017-10-08,Perfect Fitness Perfect Rip Deck,31.974022060726224
2017-10-09,Perfect Fitness Perfect Rip Deck,31.974022060817145
2017-10-10,Perfect Fitness Perfect Rip Deck,31.974022060818513
2017-10-11,Perfect Fitness Perfect Rip Deck,31.974022060818534
2017-10-12,Perfect Fitness Perfect Rip Deck,31.974022060818534
2017-10-13,Perfect Fitness Perfect Rip Deck,31.974022060818534
2017-10-14,Perfect Fitness Perfect Rip Deck,31.974022060818534
2017-10-15,Perfect Fitness Perfect Rip Deck,31.974022060818534
2017-10-16,Perfect Fitness Perfect Rip Deck,31.974022060818534
2017-04-23,Team Golf New England Patriots Putter Grip,0.47924870801041
2017-04-24,Team Golf New England Patriots Putter Grip,0.522108290734584
2017-04-25,Team Golf New England Patriots Putter Grip,0.5213795620269452
2017-04-26,Team Golf New England Patriots Putter Grip,0.5213919523839106
2017-04-27,Team Golf New England Patriots Putter Grip,0.521391741714365
2017-04-28,Team Golf New England Patriots Putter Grip,0.5213917452963165
2017-04-29,Team Golf New England Patriots Putter Grip,0.5213917452354137
2017-04-30,Team Golf New England Patriots Putter Grip,0.5213917452364492
2017-05-01,Team Golf New England Patriots Putter Grip,0.5213917452364315
2017-05-02,Team Golf New England Patriots Putter Grip,0.5213917452364318
2017-05-03,Team Golf New England Patriots Putter Grip,0.5213917452364318
2017-05-04,Team Golf New England Patriots Putter Grip,0.5213917452364318
2017-05-05,Team Golf New England Patriots Putter Grip,0.5213917452364318
